GENERATED ON,SITE ID,STATUS,Planned Kiosk Type,PPT ID,ADDRESS,CITY,STATE,POSTCODE,BOROUGH,LATITUDE,LONGITUDE,CROSS STREET 1,CROSS STREET 2,CORNER LOCATION,COMMUNITY BOARD,COUNCIL DISTRICT,CENSUS TRACT,NTA,BBL,BIN,INSTALLATION DATE,ACTIVATION DATE,WIFI STATUS,WIFI LAST TS,TABLET STATUS,TABLET LAST TS,PHONE STATUS,DIALER LAST TS,LOCATION
2025-09-20 12:00:00.593,bk-16-158025,Installed,Link 1.0,158025,508 JUNIUS STREET,Brooklyn,NY,11212,Brooklyn,40.6620465,-73.9012035,JUNIUS STREET,POWELL STREET,SW,316,42,BK-918,Brownsville,3038310025,3085323,2022-11-27 19:00:00.000,,null,null,null,null,null,null,"(40.6620465, -73.9012035)"
2025-09-20 12:00:00.593,mn-01-123076,Repair,Link 1.0,123076,110 MAIDEN LANE,Manhattan,NY,10005,Manhattan,40.70624185,-74.00624351,WATER STREET,PEARL STREET,SW,101,1,1000700,Battery Park City-Lower Manhattan,1000390012,1000880,2017-11-03 20:00:00.000,2018-02-08 19:00:00.000,up,2025-09-20 12:00:00.593,null,null,null,null,"(40.70624185, -74.00624351)"
2025-09-20 12:00:00.593,qu-12-156461,Live,Link 5G,156461,204-01 HOLLIS AVENUE,Queens,NY,11412,Queens,40.7068698,-73.753916,HOLLIS AVENUE,109TH AVENUE,NE,412,27,508,Hollis,4109070030,null,2023-02-20 19:00:00.000,2023-05-03 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.7068698, -73.753916)"
2025-09-20 12:00:00.593,si-01-150207,Live,Link 1.0,150207,255 HYLAN BOULEVARD,Staten Island,NY,10305,Staten Island,40.6120881,-74.0708488,HYLAN BOULEVARD,CLIFTON AVENUE,NE,501,49,SI-8,Stapleton-Rosebank,5028530001,null,2022-10-18 20:00:00.000,2023-10-30 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.6120881, -74.0708488)"
2025-09-20 12:00:00.593,bk-01-109262,Live,Link 1.0,109262,101 GRAHAM AVENUE,Brooklyn,NY,11206,Brooklyn,40.70506042,-73.94291758,MCKIBBIN STREET,SEIGEL STREET,SW,301,34,3049100,East Williamsburg,3030880015,3325892,2017-04-27 20:00:00.000,2017-05-22 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.70506042, -73.94291758)"
2025-09-20 12:00:00.593,bk-01-125263,Live,Link 1.0,125263,1007 MANHATTAN AVENUE,Brooklyn,NY,11222,Brooklyn,40.7334,-73.954886,HURON STREET,GREEN STREET,NW,301,33,3056300,Greenpoint,3025220043,3064146,2017-03-10 19:00:00.000,2017-04-13 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.7334, -73.954886)"
2025-09-20 12:00:00.593,bk-01-125268,Live,Link 1.0,125268,183 CALYER STREET,Brooklyn,NY,11222,Brooklyn,40.728133,-73.953439,MANHATTAN AVENUE,LORIMER STREET,NW,301,33,3056100,Greenpoint,3025730019,3065107,2017-03-30 20:00:00.000,2017-04-13 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.728133, -73.953439)"
2025-09-20 12:00:00.593,bk-01-125630,Live,Link 1.0,125630,61 GRAHAM AVENUE,Brooklyn,NY,11206,Brooklyn,40.703654,-73.942682,MOORE STREET,VARET STREET,SW,301,34,3049100,East Williamsburg,3031050020,3071502,2017-05-05 20:00:00.000,2017-06-08 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.703654, -73.942682)"
2025-09-20 12:00:00.593,bk-01-126207,Live,Link 1.0,126207,268 BROADWAY,Brooklyn,NY,11211,Brooklyn,40.70877985,-73.95918257,HAVEMEYER STREET,MARCY AVENUE,SE,301,33,3052500,North Side-South Side,3021410001,3334852,2017-11-16 19:00:00.000,2018-01-30 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.70877985, -73.95918257)"
2025-09-20 12:00:00.593,bk-01-126657,Live,Link 1.0,126657,46 GRAHAM AVENUE,Brooklyn,NY,11206,Brooklyn,40.702247,-73.942287,COOK STREET,DEBEVOISE STREET,SE,301,34,3049100,East Williamsburg,3031200008,3071613,2017-06-30 20:00:00.000,2017-08-01 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.702247, -73.942287)"
2025-09-20 12:00:00.593,bk-01-126659,Live,Link 1.0,126659,2 GRAHAM AVENUE,Brooklyn,NY,11206,Brooklyn,40.70099,-73.94209,FLUSHING AVENUE,DEBEVOISE STREET,SE,301,34,3049100,East Williamsburg,3031270001,3326061,2018-02-25 19:00:00.000,2018-04-03 20:00:00.000,up,2025-09-20 12:00:00.593,down,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.70099, -73.94209)"
2025-09-20 12:00:00.593,bk-01-126669,Live,Link 1.0,126669,45 GRAHAM AVENUE,Brooklyn,NY,11206,Brooklyn,40.702936,-73.942563,VARET STREET,COOK STREET,SW,301,34,3049100,East Williamsburg,3031130017,3071557,2017-04-27 20:00:00.000,2017-05-22 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.702936, -73.942563)"
2025-09-20 12:00:00.593,bk-01-126673,Live,Link 1.0,126673,202 GRAHAM AVENUE,Brooklyn,NY,11206,Brooklyn,40.70892202,-73.94338965,SCHOLES STREET,STAGG STREET,NE,301,34,3049300,Bushwick South,3030260001,3344974,2017-04-27 20:00:00.000,2017-05-22 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.70892202, -73.94338965)"
2025-09-20 12:00:00.593,bk-01-126861,Live,Link 1.0,126861,691 METROPOLITAN AVENUE,Brooklyn,NY,11211,Brooklyn,40.71444574,-73.94594832,MANHATTAN AVENUE,GRAHAM AVENUE,NE,301,34,3049700,East Williamsburg,3027590001,3068728,2017-09-22 20:00:00.000,2018-04-23 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.71444574, -73.94594832)"
2025-09-20 12:00:00.593,bk-01-138951,Live,Link 1.0,138951,15 DEBEVOISE STREET,Brooklyn,NY,11206,Brooklyn,40.70166753,-73.94248859,GRAHAM AVENUE,BROADWAY,NW,301,34,3049100,East Williamsburg,3031190027,3071604,2017-06-30 20:00:00.000,2017-08-01 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.70166753, -73.94248859)"
2025-09-20 12:00:00.593,bk-01-140788,Live,Link 1.0,140788,326 GRAHAM AVENUE,Brooklyn,NY,11211,Brooklyn,40.713913,-73.944206,DEVOE STREET,METROPOLITAN AVENUE,NE,301,34,3049700,East Williamsburg,3027650001,3322922,2017-04-07 20:00:00.000,2017-04-27 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.713913, -73.944206)"
2025-09-20 12:00:00.593,bk-01-140988,Live,Link 1.0,140988,182 BEDFORD AVENUE,Brooklyn,NY,11249,Brooklyn,40.71777024,-73.95786908,NORTH 7 STREET,NORTH 6 STREET,SW,301,33,3055300,North Side-South Side,3023270022,3062079,2017-11-02 20:00:00.000,2019-01-28 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.71777024, -73.95786908)"
2025-09-20 12:00:00.593,bk-01-143275,Live,Link 1.0,143275,88 NORMAN AVENUE,Brooklyn,NY,11222,Brooklyn,40.725456,-73.951496,MANHATTAN AVENUE,LEONARD STREET,SE,301,33,3056900,Greenpoint,3026470001,3066070,2017-03-10 19:00:00.000,2017-06-08 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.725456, -73.951496)"
2025-09-20 12:00:00.593,bk-01-143982,Live,Link 1.0,143982,32 GRAHAM AVENUE,Brooklyn,NY,11206,Brooklyn,40.70193034,-73.94223924,DEBEVOISE STREET,COOK STREET,NE,301,34,3049100,East Williamsburg,3031200003,3071609,2017-06-30 20:00:00.000,2017-08-01 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.70193034, -73.94223924)"
2025-09-20 12:00:00.593,bk-01-145855,Live,Link 1.0,145855,103 SEIGEL STREET,Brooklyn,NY,11206,Brooklyn,40.704496,-73.942989,MANHATTAN AVENUE,GRAHAM AVENUE,NW,301,34,3049100,East Williamsburg,3030880021,3071403,2017-06-26 20:00:00.000,2018-04-25 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.704496, -73.942989)"
2025-09-20 12:00:00.593,bk-01-145856,Repair,Link 1.0,145856,119 GRAHAM AVENUE,Brooklyn,NY,11206,Brooklyn,40.705768,-73.94303,BOERUM STREET,MCKIBBIN STREET,SW,301,34,3050500,East Williamsburg,3030790020,3071340,2017-06-26 20:00:00.000,2017-08-09 20:00:00.000,up,2025-09-20 12:00:00.593,null,null,null,null,"(40.705768, -73.94303)"
2025-09-20 12:00:00.593,bk-01-145857,Live,Link 1.0,145857,256 GRAHAM AVENUE,Brooklyn,NY,11206,Brooklyn,40.7110789,-73.94373207,MAUJER STREET,GRAND STREET,NE,301,34,3049500,East Williamsburg,3027890001,3069606,2017-06-26 20:00:00.000,2017-08-09 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.7110789, -73.94373207)"
2025-09-20 12:00:00.593,bk-01-145858,Live,Link 1.0,145858,434 MANHATTAN AVENUE,Brooklyn,NY,11222,Brooklyn,40.719511,-73.946853,BAYARD STREET,MEEKER AVENUE,SE,301,33,3049900,Greenpoint,3027240007,3067915,2017-06-29 20:00:00.000,2017-08-14 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.719511, -73.946853)"
2025-09-20 12:00:00.593,bk-01-145859,Live,Link 1.0,145859,475 MANHATTAN AVENUE,Brooklyn,NY,11222,Brooklyn,40.720111,-73.947627,ECKFORD STREET,NEWTON STREET,MIDBLOCK,301,33,3049900,Greenpoint,3027120001,3067788,2017-06-29 20:00:00.000,2017-08-14 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.720111, -73.947627)"
2025-09-20 12:00:00.593,bk-01-145861,Live,Link 1.0,145861,1049 MANHATTAN AVENUE,Brooklyn,NY,11222,Brooklyn,40.734684,-73.955096,FREEMAN STREET,EAGLE STREET,NW,301,33,3056300,Greenpoint,3025040043,3063924,2017-06-29 20:00:00.000,2017-08-22 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.734684, -73.955096)"
2025-09-20 12:00:00.593,bk-01-145863,Live,Link 1.0,145863,984 MANHATTAN AVENUE,Brooklyn,NY,11222,Brooklyn,40.732735,-73.954581,HURON STREET,INDIA STREET,SE,301,33,3057500,Greenpoint,3025330005,3064316,2017-06-30 20:00:00.000,2017-08-01 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.732735, -73.954581)"
2025-09-20 12:00:00.593,bk-01-145864,Live,Link 1.0,145864,1133 MANHATTAN AVENUE,Brooklyn,NY,11222,Brooklyn,40.73691349,-73.95545319,BOX STREET,CLAY STREET,MIDBLOCK,301,33,3056300,Greenpoint,3024820026,3063701,2017-06-30 20:00:00.000,2017-08-01 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.73691349, -73.95545319)"
2025-09-20 12:00:00.593,bk-01-145892,Live,Link 1.0,145892,145 MONTROSE AVENUE,Brooklyn,NY,11206,Brooklyn,40.707379,-73.943399,MANHATTAN AVENUE,GRAHAM AVENUE,NW,301,34,3050500,East Williamsburg,3030520026,3071122,2017-07-26 20:00:00.000,2018-01-04 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.707379, -73.943399)"
2025-09-20 12:00:00.593,bk-01-145988,Live,Link 1.0,145988,561 METROPOLITAN AVENUE,Brooklyn,NY,11211,Brooklyn,40.71412964,-73.95028299,LORIMER STREET,UNION AVENUE,MIDBLOCK,301,34,3050100,East Williamsburg,3027560036,3068656,2017-11-03 20:00:00.000,2018-06-12 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.71412964, -73.95028299)"
2025-09-20 12:00:00.593,bk-01-145995,Live,Link 1.0,145995,29 SOUTH 3 STREET,Brooklyn,NY,11249,Brooklyn,40.71391386,-73.96693042,KENT AVENUE,WYTHE AVENUE,NE,301,33,3055100,North Side-South Side,3024157501,3395339,2017-11-09 19:00:00.000,2018-02-13 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.71391386, -73.96693042)"
2025-09-20 12:00:00.593,bk-01-145996,Live,Link 1.0,145996,79 GRAND STREET,Brooklyn,NY,11249,Brooklyn,40.71573175,-73.96424309,WHYTE AVENUE,BERRY STREET,NE,301,34,3055500,North Side-South Side,3023797501,3424060,2017-11-16 19:00:00.000,2018-01-31 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.71573175, -73.96424309)"
2025-09-20 12:00:00.593,bk-01-145997,Live,Link 1.0,145997,500 GRAND STREET,Brooklyn,NY,11211,Brooklyn,40.71086983,-73.95131072,UNION AVENUE,HOOPER STREET,SW,301,34,3051300,North Side-South Side,3024000008,3062881,2017-11-16 19:00:00.000,2018-04-09 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.71086983, -73.95131072)"
2025-09-20 12:00:00.593,bk-01-145998,Live,Link 1.0,145998,7 NASSAU AVENUE,Brooklyn,NY,11222,Brooklyn,40.72253263,-73.95468869,NORTH 14 STREET,BANKER STREET,NE,301,33,3056900,Greenpoint,3026390007,3337774,2017-11-21 19:00:00.000,2018-01-30 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.72253263, -73.95468869)"
2025-09-20 12:00:00.593,bk-01-145999,Live,Link 1.0,145999,31 NASSAU AVENUE,Brooklyn,NY,11222,Brooklyn,40.7230135,-73.95323355,DOBBIN STREET,GUERNSEY STREET,MIDBLOCK,301,33,3056900,Greenpoint,3026430029,3065960,2017-11-21 19:00:00.000,2018-04-09 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.7230135, -73.95323355)"
2025-09-20 12:00:00.593,bk-01-146000,Live,Link 1.0,146000,101 NORTH 5 STREET,Brooklyn,NY,11249,Brooklyn,40.71765823,-73.96030116,BERRY STREET,WYTHE AVENUE,NW,301,33,3055500,North Side-South Side,3023347501,3062172,2017-11-21 19:00:00.000,2018-01-31 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.71765823, -73.96030116)"
2025-09-20 12:00:00.593,bk-01-146001,Live,Link 1.0,146001,185 BERRY STREET,Brooklyn,NY,11249,Brooklyn,40.71684975,-73.96084076,NORTH 4 STREET,NORTH 3 STREET,SW,301,34,3055300,North Side-South Side,3023510006,3062367,2017-11-21 19:00:00.000,2018-01-31 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.71684975, -73.96084076)"
2025-09-20 12:00:00.593,bk-01-146002,Live,Link 1.0,146002,203 BERRY STREET,Brooklyn,NY,11249,Brooklyn,40.71643057,-73.96128653,NORTH 3 STREET,NORTH 4 STREET,SE,301,34,3055300,North Side-South Side,3023517501,3398167,2017-11-21 19:00:00.000,2018-01-31 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.71643057, -73.96128653)"
2025-09-20 12:00:00.593,bk-01-146006,Live,Link 1.0,146006,175 GRAND STREET,Brooklyn,NY,11211,Brooklyn,40.71449771,-73.9610955,BEDFORD AVENUE,DRIGGS AVENUE,NE,301,34,3055300,North Side-South Side,3023810035,3062647,2017-11-29 19:00:00.000,2018-01-31 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.71449771, -73.9610955)"
2025-09-20 12:00:00.593,bk-01-146007,Live,Link 1.0,146007,364 GRAND STREET,Brooklyn,NY,11211,Brooklyn,40.71226766,-73.95561039,HAVEMEYER STREET,MARCY AVENUE,NE,301,34,3052300,North Side-South Side,3023960019,3062845,2017-12-01 19:00:00.000,2018-04-09 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.71226766, -73.95561039)"
2025-09-20 12:00:00.593,bk-01-146010,Live,Link 1.0,146010,145 WYTHE AVENUE,Brooklyn,NY,11249,Brooklyn,40.71940433,-73.96047431,NORTH 7 STREET,NORTH 6 STREET,SW,301,33,3055500,North Side-South Side,3023260007,3062048,2017-11-29 19:00:00.000,2018-02-13 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.71940433, -73.96047431)"
2025-09-20 12:00:00.593,bk-01-146011,Live,Link 1.0,146011,63 GUERNSEY STREET,Brooklyn,NY,11222,Brooklyn,40.72329009,-73.95260309,NASSAU AVENUE,NORMAN AVENUE,SW,301,33,3056900,Greenpoint,3026430029,3065960,2017-12-07 19:00:00.000,2018-04-09 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.72329009, -73.95260309)"
2025-09-20 12:00:00.593,bk-01-146012,Live,Link 1.0,146012,230 BERRY STREET,Brooklyn,NY,11249,Brooklyn,40.71522663,-73.96274067,GRAND STREET,NORTH 1 STREET,NW,301,34,3055500,North Side-South Side,3023790024,3398694,2017-11-29 19:00:00.000,2018-03-28 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.71522663, -73.96274067)"
2025-09-20 12:00:00.593,bk-01-146013,Live,Link 1.0,146013,115 NORTH 6 STREET,Brooklyn,NY,11249,Brooklyn,40.718187,-73.95968841,BERRY STREET,WYTHE AVENUE,NW,301,33,3055500,North Side-South Side,3023260027,3062058,2017-11-29 19:00:00.000,2018-01-31 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.718187, -73.95968841)"
2025-09-20 12:00:00.593,bk-01-146014,Live,Link 1.0,146014,126 NORTH 8 STREET,Brooklyn,NY,11249,Brooklyn,40.71924622,-73.95861248,METROPOLITAN AVENUE,CONSELYEA STREET,SW,301,33,3055700,North Side-South Side,3023180017,3324819,2017-11-29 19:00:00.000,2018-02-13 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.71924622, -73.95861248)"
2025-09-20 12:00:00.593,bk-01-146015,Live,Link 1.0,146015,219 GRAND STREET,Brooklyn,NY,11211,Brooklyn,40.71385109,-73.95953976,DRIGGS AVENUE,ROEBLING STREET,NE,301,34,3051900,North Side-South Side,3023827502,3342373,2017-12-07 19:00:00.000,2018-02-01 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.71385109, -73.95953976)"
2025-09-20 12:00:00.593,bk-01-146016,Live,Link 1.0,146016,28 NORTH 5 STREET,Brooklyn,NY,11249,Brooklyn,40.71906736,-73.96276535,KENT AVENUE,WYTHE AVENUE,SE,301,33,3055500,North Side-South Side,3023410001,3062291,2017-12-07 19:00:00.000,2018-04-11 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.71906736, -73.96276535)"
2025-09-20 12:00:00.593,bk-01-146017,Live,Link 1.0,146017,45 NORTH 9 STREET,Brooklyn,NY,11249,Brooklyn,40.72138255,-73.96035235,KENT AVENUE,WYTHE AVENUE,NE,301,33,3055700,North Side-South Side,3023020001,3061644,2017-12-07 19:00:00.000,2018-02-01 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.72138255, -73.96035235)"
2025-09-20 12:00:00.593,bk-01-146018,Live,Link 1.0,146018,43 NORTH 11 STREET,Brooklyn,NY,11249,Brooklyn,40.72250424,-73.9592022,KENT AVENUE,WYTHE AVENUE,NE,301,33,3055700,North Side-South Side,3022880001,3329916,2017-12-07 19:00:00.000,2018-02-01 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.72250424, -73.9592022)"
2025-09-20 12:00:00.593,bk-01-146022,Live,Link 1.0,146022,2 DEVOE STREET,Brooklyn,NY,11211,Brooklyn,40.71307988,-73.95128474,UNION AVENUE,LORIMER STREET,SE,301,34,3051300,North Side-South Side,3027670009,3068930,2017-12-01 19:00:00.000,2018-02-13 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.71307988, -73.95128474)"
2025-09-20 12:00:00.593,bk-01-146041,Live,Link 1.0,146041,43 NORTH 10 STREET,Brooklyn,NY,11249,Brooklyn,40.72194342,-73.95977484,KENT AVENUE,WYTHE AVENUE,NE,301,33,3055700,North Side-South Side,3022950001,3061586,2017-12-18 19:00:00.000,2018-01-31 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.72194342, -73.95977484)"
2025-09-20 12:00:00.593,bk-01-146047,Live,Link 1.0,146047,1 TEN EYCK STREET,Brooklyn,NY,11206,Brooklyn,40.70957163,-73.95070637,UNION AVENUE,LORIMER STREET,NE,301,34,3051300,North Side-South Side,3027910001,3069651,2017-12-18 19:00:00.000,2018-03-28 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.70957163, -73.95070637)"
2025-09-20 12:00:00.593,bk-01-146050,Live,Link 1.0,146050,2 POWERS STREET,Brooklyn,NY,11211,Brooklyn,40.71166636,-73.95102615,UNION AVENUE,LORIMER STREET,SE,301,34,3051300,North Side-South Side,3027790004,3323015,2017-12-18 19:00:00.000,2018-03-29 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.71166636, -73.95102615)"
2025-09-20 12:00:00.593,bk-01-146073,Live,Link 1.0,146073,153 NORTH 8 STREET,Brooklyn,NY,11249,Brooklyn,40.71851349,-73.95723131,BEDFORD AVENUE,BERRY STREET,NE,301,33,3051700,North Side-South Side,3023110030,3061793,2018-02-25 19:00:00.000,2018-08-01 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.71851349, -73.95723131)"
2025-09-20 12:00:00.593,bk-01-146081,Live,Link 1.0,146081,458 UNION AVENUE,Brooklyn,NY,11211,Brooklyn,40.71419088,-73.95155241,CONSELYEA STREET,METROPOLITAN AVENUE,NE,301,34,3050100,East Williamsburg,3027560001,3068630,2018-03-03 19:00:00.000,2018-06-12 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.71419088, -73.95155241)"
2025-09-20 12:00:00.593,bk-01-146085,Live,Link 1.0,146085,33 SOUTH 2 STREET,Brooklyn,NY,11249,Brooklyn,40.71470734,-73.96652497,KENT AVENUE,WYTHE AVENUE,NE,301,33,3055100,North Side-South Side,3024030001,3062886,2018-04-09 20:00:00.000,2018-07-26 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.71470734, -73.96652497)"
2025-09-20 12:00:00.593,bk-01-146091,Live,Link 1.0,146091,178 BROADWAY,Brooklyn,NY,11211,Brooklyn,40.7099,-73.96244,DRIGGS AVENUE,BEDFORD AVENUE,SW,301,34,3054900,North Side-South Side,3021320021,3335296,2018-06-04 20:00:00.000,2019-01-28 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.7099, -73.96244)"
2025-09-20 12:00:00.593,bk-01-146092,Live,Link 1.0,146092,361 BROADWAY,Brooklyn,NY,11211,Brooklyn,40.707581,-73.95531649,KEAP STREET,HOOPER STREET,NE,301,34,3052700,North Side-South Side,3024630040,3331238,2018-06-04 20:00:00.000,2019-01-21 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.707581, -73.95531649)"
2025-09-20 12:00:00.593,bk-01-146093,Live,Link 1.0,146093,394 KENT AVENUE,Brooklyn,NY,11249,Brooklyn,40.71098811,-73.96853381,BROADWAY,SOUTH 6 STREET,NW,301,33,3054900,North Side-South Side,3024670001,3063635,2018-06-04 20:00:00.000,2019-03-07 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.71098811, -73.96853381)"
2025-09-20 12:00:00.593,bk-01-160022,Live,Link 5G,160022,135 HAVEMEYER STREET,Brooklyn,NY,11211,Brooklyn,40.712112,-73.9571476,SOUTH 1ST STREET,SOUTH 2ND STREET,SE,301,34,523,North Side-South Side,3024090003,3335784,2024-03-10 20:00:00.000,2024-06-05 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.712112, -73.9571476)"
2025-09-20 12:00:00.593,bk-01-160081,Live,Link 5G,160081,161 VARICK AVENUE,Brookyln,NY,11237,Brooklyn,40.7110817,-73.9286196,SCHOLES STREET,MESEROLE STREET,null,301,34,044900,East Williamsburg,3029620001,3400387,2024-10-08 20:00:00.000,2025-03-13 20:00:00.000,up,2025-09-20 12:00:00.593,down,2025-09-20 12:00:00.593,down,2025-09-20 12:00:00.593,"(40.7110817, -73.9286196)"
2025-09-20 12:00:00.593,bk-01-160097,Live,Link 5G,160097,34 NORTH 7TH STREET,Brooklyn,NY,11249,Brooklyn,40.7207489,-73.9625389,NORTH 6TH PLACE,KENT AVENUE,SW,301,33,bk-555,North Side-South Side,3023247502,3397446,2025-05-04 20:00:00.000,2025-07-30 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.7207489, -73.9625389)"
