GENERATED ON,SITE ID,STATUS,Planned Kiosk Type,PPT ID,ADDRESS,CITY,STATE,POSTCODE,BOROUGH,LATITUDE,LONGITUDE,CROSS STREET 1,CROSS STREET 2,CORNER LOCATION,COMMUNITY BOARD,COUNCIL DISTRICT,CENSUS TRACT,NTA,BBL,BIN,INSTALLATION DATE,ACTIVATION DATE,WIFI STATUS,WIFI LAST TS,TABLET STATUS,TABLET LAST TS,PHONE STATUS,DIALER LAST TS,LOCATION
2025-09-20 12:00:00.593,bk-16-158935,Installed,Link 1.0,158935,9829 DITMAS AVENUE,Brooklyn,NY,11236,Brooklyn,40.6525475,-73.9079935,BRISTOL STREET,CHESTER STREET,NE,316,42,BK-922,Brownsville,3036420001,3083057,2022-12-07 19:00:00.000,,null,null,null,null,null,null,"(40.6525475, -73.9079935)"
2025-09-20 12:00:00.593,bk-16-158984,Live,Link 1.0,158984,177 BRISTOL STREET,Brooklyn,NY,11212,Brooklyn,40.6670116,-73.9119235,SUTTER AVENUE,PITKIN AVENUE,NE,316,41,924,Brownsville,3035200001,3000000,2022-07-11 20:00:00.000,2022-11-29 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.6670116, -73.9119235)"
2025-09-20 12:00:00.593,bk-16-159993,Live,Link 1.0,159993,38 SUTTER AVENUE,Brooklyn,NY,11212,Brooklyn,40.6653401,-73.9213909,SUTTER AVENUE,BLAKE AVENUE,SW,316,41,900,Brownsville,3035310030,3393303,2023-12-07 19:00:00.000,2024-06-26 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.6653401, -73.9213909)"
2025-09-20 12:00:00.593,bk-16-160026,Live,Link 5G,160026,98 BELMONT AVENUE,Brooklyn,NY,11212,Brooklyn,40.6689514,-73.9064478,MOTHER GASTON BOULEVARD,CHRISTOPHER AVENUE,SE,316,41,908,Brownsville,3037430001,null,2024-02-07 19:00:00.000,2024-04-14 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.6689514, -73.9064478)"
2025-09-20 12:00:00.593,bk-16-160031,Installed,Link 5G,160031,370 BRISTOL STREET,Brooklyn,NY,11212,Brooklyn,40.6621417,-73.9108021,LIVONIA AVENUE,RIVERDALE AVENUE,SW,316,42,916,Brownsville,3035870001,null,2024-03-25 20:00:00.000,,null,null,null,null,null,null,"(40.6621417, -73.9108021)"
2025-09-20 12:00:00.593,bk-16-160032,Live,Link 5G,160032,656 HOWARD AVENUE,Brooklyn,NY,11212,Brooklyn,40.6658969,-73.9196083,SUTTER AVENUE,EAST NEW YORK AVENUE,NW,316,41,BK-900,Brownsville,3035110072,3080885,2024-04-01 20:00:00.000,2024-06-12 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.6658969, -73.9196083)"
2025-09-20 12:00:00.593,bk-16-160038,Live,Link 1.0,160038,121 LIBERTY AVENUE,Brooklyn,NY,11212,Brooklyn,40.6732003,-73.9058603,LIBERTY AVENUE,NEW YORK AVENUE,NW,316,37,BK-908,Brownsville,3036760030,3405082,2024-05-12 20:00:00.000,2024-06-26 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.6732003, -73.9058603)"
2025-09-20 12:00:00.593,bk-16-160039,Live,Link 1.0,160039,105 SUTTER AVENUE,Brooklyn,NY,11212,Brooklyn,40.6661916,-73.9177138,SUTTER AVENUE,PITKIN AVENUE,NW,316,41,BK-900,Brownsville,3035130001,3326502,2024-05-12 20:00:00.000,2024-06-26 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.6661916, -73.9177138)"
2025-09-20 12:00:00.593,bk-17-126233,Live,Link 1.0,126233,3524 CHURCH AVENUE,Brooklyn,NY,11203,Brooklyn,40.65104682,-73.9439693,BROOKLYN AVENUE,EAST 35 STREET,SW,317,45,3085600,East Flatbush-Farragut,3048890010,3109473,2017-08-30 20:00:00.000,2017-10-29 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.65104682, -73.9439693)"
2025-09-20 12:00:00.593,bk-17-126271,Live,Link 1.0,126271,4802 CHURCH AVENUE,Brooklyn,NY,11203,Brooklyn,40.65159,-73.932187,EAST 48 STREET,EAST 49 STREET,SE,317,45,3086000,East Flatbush-Farragut,3046960001,3102784,2017-11-16 19:00:00.000,2018-07-23 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.65159, -73.932187)"
2025-09-20 12:00:00.593,bk-17-126292,Live,Link 1.0,126292,3923 CHURCH AVENUE,Brooklyn,NY,11203,Brooklyn,40.651341,-73.940166,EAST 40 STREET,EAST 39 STREET,NW,317,41,3081400,East Flatbush-Farragut,3048760033,3108908,2018-02-25 19:00:00.000,2018-07-23 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.651341, -73.940166)"
2025-09-20 12:00:00.593,bk-17-126297,Live,Link 1.0,126297,3301 CHURCH AVENUE,Brooklyn,NY,11203,Brooklyn,40.65102676,-73.94651287,NEW YORK AVENUE,EAST 34 STREET,NE,317,40,3081800,Erasmus,3048700041,3108643,2017-06-26 20:00:00.000,2017-10-29 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.65102676, -73.94651287)"
2025-09-20 12:00:00.593,bk-17-126527,Live,Link 1.0,126527,1339 FLATBUSH AVENUE,Brooklyn,NY,11226,Brooklyn,40.63855961,-73.95360324,FOSTER STREET,BEDFORD STREET,NE,317,45,3079000,Erasmus,3052110064,3120360,2017-12-17 19:00:00.000,2018-05-10 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.63855961, -73.95360324)"
2025-09-20 12:00:00.593,bk-17-127011,Live,Link 1.0,127011,1295 NOSTRAND AVENUE,Brooklyn,NY,11226,Brooklyn,40.65532,-73.949966,CLARKSON AVENUE,LENOX ROAD,SE,317,40,3081800,Erasmus,3048370017,3107759,2018-02-25 19:00:00.000,2018-03-29 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.65532, -73.949966)"
2025-09-20 12:00:00.593,bk-17-127012,Live,Link 1.0,127012,1380 NOSTRAND AVENUE,Brooklyn,NY,11226,Brooklyn,40.652771,-73.94987,LINDEN BOULEVARD,LENOX ROAD,NW,317,40,3082000,Prospect Lefferts Gardens-Wingate,3050850068,3116689,2017-04-07 20:00:00.000,2017-06-08 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.652771, -73.94987)"
2025-09-20 12:00:00.593,bk-17-145927,Live,Link 1.0,145927,3121 CHURCH AVENUE,Brooklyn,NY,11226,Brooklyn,40.650962,-73.947834,RALEIGH PLACE,FAIRVIEW PLACE,NW,317,40,3081800,Erasmus,3048690053,3327743,2017-09-16 20:00:00.000,2017-10-29 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.650962, -73.947834)"
2025-09-20 12:00:00.593,bk-17-145928,Live,Link 1.0,145928,3402 CHURCH AVENUE,Brooklyn,NY,11203,Brooklyn,40.65094749,-73.94554463,EAST 34 STREET,EAST 35 STREET,NE,317,45,3085600,East Flatbush-Farragut,3048880001,3109421,2017-09-16 20:00:00.000,2017-10-29 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.65094749, -73.94554463)"
2025-09-20 12:00:00.593,bk-17-145979,Live,Link 1.0,145979,2606 SNYDER AVENUE,Brooklyn,NY,11226,Brooklyn,40.648733,-73.952414,VERONICA PLACE,ROGERS AVENUE,SW,317,40,3079400,Erasmus,3051100041,3117383,2017-09-29 20:00:00.000,2018-02-27 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.648733, -73.952414)"
2025-09-20 12:00:00.593,bk-17-146003,Live,Link 1.0,146003,3723 CHURCH AVENUE,Brooklyn,NY,11203,Brooklyn,40.65122997,-73.94206208,EAST 37 STREET,EAST 38 STREET,NW,317,41,3081600,East Flatbush-Farragut,3048740032,3108817,2017-11-09 19:00:00.000,2018-07-26 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.65122997, -73.94206208)"
2025-09-20 12:00:00.593,bk-18-127156,Live,Link 5G,127156,6301 MILL LANE,Brooklyn,NY,11234,Brooklyn,40.6190126,-73.9162139,MILL LANE,AVENUE N,NE,318,46,3068800,Flatlands,3083850034,3221457,2024-10-23 20:00:00.000,2025-03-30 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.6190126, -73.9162139)"
2025-09-20 12:00:00.593,bk-18-160060,Live,Link 5G,160060,1070 EAST 104TH STREET,Brooklyn,NY,11236,Brooklyn,40.6438657,-73.8919673,AVENUE K,AVENUE J,NW,318,46,BK-986,Canarsie,3082300001,3326733,2024-06-05 20:00:00.000,2024-10-08 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.6438657, -73.8919673)"
2025-09-20 12:00:00.593,bk-18-160065,Live,Link 5G,160065,2064 MILL AVENUE,Brooklyn,null,11234,Brooklyn,40.6155683,-73.9141872,AVENUE U,AVENUE T,NW,318,46,BK-686,Georgetown-Marine Park-Bergen Beach-Mill Basin,3084040002,3236847,2024-06-04 20:00:00.000,2025-04-13 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.6155683, -73.9141872)"
2025-09-20 12:00:00.593,bk-18-160082,Live,Link 5G,160082,1420 East 68 Street,Queens,NY,11234,Brooklyn,40.6212696,-73.9130132,AVENUE N,VETERANS AVENUE,SW,318,46,3069602,Marine Park-Mill Basin-Bergen Beach,null,null,2024-09-30 20:00:00.000,2025-04-10 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.6212696, -73.9130132)"
2025-09-20 12:00:00.593,bk-18-160093,Live,Link 5G,160093,2108 BERGEN AVENUE,Brooklyn,NY,11234,Brooklyn,40.6221138,-73.9036298,AVENUE U,AVENUE V,NE,318,46,3069602,Marine Park-Mill Basin-Bergen Beach,null,null,2025-02-13 19:00:00.000,2025-04-06 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.6221138, -73.9036298)"
2025-09-20 12:00:00.593,bx-01-102011,Live,Link 1.0,102011,417 EAST 138 STREET,Bronx,NY,10454,Bronx,40.80890966,-73.92220947,WILLIS AVENUE,BROWN PLACE,MIDBLOCK,201,8,2003900,Mott Haven-Port Morris,2022830001,2092092,2018-04-18 20:00:00.000,2018-07-15 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.80890966, -73.92220947)"
2025-09-20 12:00:00.593,bx-01-109413,Live,Link 1.0,109413,2939 3 AVENUE,Bronx,NY,10455,Bronx,40.81792619,-73.91526202,EAST 152 STREET,EAST 153 STREET,NW,201,17,2006700,Melrose South-Mott Haven North,2023740090,2001360,2016-10-21 20:00:00.000,2016-12-21 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.81792619, -73.91526202)"
2025-09-20 12:00:00.593,bx-01-111740,Live,Link 1.0,111740,652A MELROSE AVENUE,Bronx,NY,10455,Bronx,40.81876868,-73.91644985,EAST 153 STREET,EAST 152 STREET,SE,201,17,2006700,Melrose South-Mott Haven North,2023740073,2001356,2018-03-18 20:00:00.000,2018-04-19 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.81876868, -73.91644985)"
2025-09-20 12:00:00.593,bx-01-116238,Live,Link 1.0,116238,460 WILLIS AVENUE,Bronx,NY,10455,Bronx,40.81399752,-73.91917137,EAST 146 STREET,EAST 145 STREET,SE,201,8,2004300,Mott Haven-Port Morris,2022900008,2115556,2018-01-13 19:00:00.000,2018-04-12 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.81399752, -73.91917137)"
2025-09-20 12:00:00.593,bx-01-116415,Live,Link 1.0,116415,522 MORRIS AVENUE,Bronx,NY,10451,Bronx,40.81675132,-73.92295481,EAST 148 STREET,EAST 149 STREET,NE,201,17,2006500,Melrose South-Mott Haven North,2023300001,2091151,2017-01-20 19:00:00.000,2017-03-05 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.81675132, -73.92295481)"
2025-09-20 12:00:00.593,bx-01-117230,Live,Link 1.0,117230,256 ST. ANN'S AVENUE,Bronx,NY,10454,Bronx,40.80737752,-73.91700042,EAST 139 STREET,MONSIGNOR GERALD J RYAN BOULEVAR,SE,201,8,2002702,Mott Haven-Port Morris,2025510003,2003623,2018-02-24 19:00:00.000,2018-07-01 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.80737752, -73.91700042)"
2025-09-20 12:00:00.593,bx-01-118942,Live,Link 1.0,118942,2922 3 AVENUE,Bronx,NY,10455,Bronx,40.817446,-73.915574,EAST 152 STREET,EAST 151 STREET,SE,201,17,2007100,Melrose South-Mott Haven North,2023620021,2001166,2016-10-21 20:00:00.000,2016-12-27 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.817446, -73.915574)"
2025-09-20 12:00:00.593,bx-01-118944,Live,Link 1.0,118944,2914 3 AVENUE,Bronx,NY,10455,Bronx,40.817235,-73.91582926,EAST 151 STREET,EAST 152 STREET,NE,201,17,2007100,Melrose South-Mott Haven North,2023620013,2001164,2016-10-21 20:00:00.000,2016-12-21 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.817235, -73.91582926)"
2025-09-20 12:00:00.593,bx-01-118947,Live,Link 1.0,118947,487 EAST 156 STREET,Bronx,NY,10451,Bronx,40.82010249,-73.91283823,BROOK AVENUE,3 AVENUE,NE,201,17,2007100,Melrose South-Mott Haven North,2023647501,2114919,2017-10-19 20:00:00.000,2018-01-11 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.82010249, -73.91283823)"
2025-09-20 12:00:00.593,bx-01-118955,Live,Link 1.0,118955,2901 3 AVENUE,Bronx,NY,10455,Bronx,40.8171412,-73.91620844,EAST 151 STREET,EAST 150 STREET,SW,201,17,2006500,Melrose South-Mott Haven North,2023740015,2001339,2016-10-21 20:00:00.000,2016-12-21 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.8171412, -73.91620844)"
2025-09-20 12:00:00.593,bx-01-118956,Live,Link 1.0,118956,2882 3 AVENUE,Bronx,NY,10455,Bronx,40.81667907,-73.91648285,WESTCHESTER AVENUE,EAST 151 STREET,NE,201,17,2007100,Melrose South-Mott Haven North,2023620001,2001159,2016-10-21 20:00:00.000,2016-12-21 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.81667907, -73.91648285)"
2025-09-20 12:00:00.593,bx-01-119011,Live,Link 1.0,119011,548 EAST 138 STREET,Bronx,NY,10454,Bronx,40.80681954,-73.9176574,ST ANN'S AVENUE,BROOK AVENUE,SW,201,8,2002500,Mott Haven-Port Morris,2022650045,2000047,2018-06-04 20:00:00.000,2018-07-25 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.80681954, -73.9176574)"
2025-09-20 12:00:00.593,bx-01-119017,Live,Link 1.0,119017,710 EAST 138 STREET,Bronx,NY,10454,Bronx,40.80470552,-73.91293263,JACKSON AVENUE,BRUCKNER BOULEVARD,MIDBLOCK,201,8,2002702,Mott Haven-Port Morris,2025660018,2003792,2018-05-16 20:00:00.000,2018-07-01 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.80470552, -73.91293263)"
2025-09-20 12:00:00.593,bx-01-119027,Live,Link 1.0,119027,718 EAST 149 STREET,Bronx,NY,10455,Bronx,40.81312832,-73.90899141,JACKSON AVENUE,CONCORD AVENUE,SE,201,8,2003500,Mott Haven-Port Morris,2025790019,2003924,2018-05-16 20:00:00.000,2018-06-24 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.81312832, -73.90899141)"
2025-09-20 12:00:00.593,bx-01-119075,Live,Link 1.0,119075,134 EAST 149 STREET,Bronx,NY,10451,Bronx,40.818676,-73.928165,WALTON AVENUE,GRAND CONCOURSE,SE,201,17,2006300,West Concourse,2023460029,2001038,2017-06-09 20:00:00.000,2017-07-18 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.818676, -73.928165)"
2025-09-20 12:00:00.593,bx-01-123208,Live,Link 1.0,123208,2883 3 AVENUE,Bronx,NY,10455,Bronx,40.8166923,-73.91671907,EAST 150 STREET,EAST 151 STREET,NW,201,17,2006500,Melrose South-Mott Haven North,2023740001,2001336,2017-10-05 20:00:00.000,2017-10-25 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.8166923, -73.91671907)"
2025-09-20 12:00:00.593,bx-01-123210,Live,Link 1.0,123210,660 WESTCHESTER AVENUE,Bronx,NY,10455,Bronx,40.81599771,-73.90824221,JACKSON AVENUE,TRINITY AVENUE,SW,201,8,2007300,Melrose South-Mott Haven North,2026230198,2004431,2018-05-16 20:00:00.000,2018-06-25 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.81599771, -73.90824221)"
2025-09-20 12:00:00.593,bx-01-123212,Live,Link 1.0,123212,2976A 3 AVENUE,Bronx,NY,10455,Bronx,40.81855965,-73.91430035,EAST 153 STREET,EAST 154 STREET,NE,201,17,2007100,Melrose South-Mott Haven North,2023630012,2001180,2017-01-20 19:00:00.000,2017-03-29 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.81855965, -73.91430035)"
2025-09-20 12:00:00.593,bx-01-123214,Live,Link 1.0,123214,2969 3 AVENUE,Bronx,NY,10455,Bronx,40.81850954098598,-73.91461401256561,EAST 153 STREET,EAST 154 STREET,NW,201,17,2006700,Melrose South-Mott Haven North,2023750048,2001382,2016-10-21 20:00:00.000,2016-12-27 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.81850954098598, -73.91461401256561)"
2025-09-20 12:00:00.593,bx-01-123215,Live,Link 1.0,123215,3012 3 AVENUE,Bronx,NY,10455,Bronx,40.819568,-73.913388,EAST 155 STREET,EAST 156 STREET,MIDBLOCK,201,17,2007100,Melrose South-Mott Haven North,2023630024,2117395,2016-10-28 20:00:00.000,2016-12-21 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.819568, -73.913388)"
2025-09-20 12:00:00.593,bx-01-123216,Live,Link 1.0,123216,3015 3 AVENUE,Bronx,NY,10455,Bronx,40.81948845,-73.91366803,EAST 155 STREET,EAST 154 STREET,SW,201,17,2006700,Melrose South-Mott Haven North,2023760047,2097993,2016-10-28 20:00:00.000,2016-12-21 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.81948845, -73.91366803)"
2025-09-20 12:00:00.593,bx-01-123217,Live,Link 1.0,123217,2991 3 AVENUE,Bronx,NY,10455,Bronx,40.81886036,-73.91424246,EAST 154 STREET,EAST 153 STREET,SW,201,17,2006700,Melrose South-Mott Haven North,2023750043,2089847,2017-01-20 19:00:00.000,2017-03-05 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.81886036, -73.91424246)"
2025-09-20 12:00:00.593,bx-01-123228,Live,Link 1.0,123228,349 EAST 149 STREET,Bronx,NY,10451,Bronx,40.816692,-73.919637,COURTLANT AVENUE,MORRIS AVENUE,NW,201,17,2006500,Melrose South-Mott Haven North,2023317501,2000933,2017-01-20 19:00:00.000,2017-03-29 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.816692, -73.919637)"
2025-09-20 12:00:00.593,bx-01-131467,Live,Link 1.0,131467,436 BROOK AVENUE,Bronx,NY,10454,Bronx,40.81216272,-73.91646687,EAST 145 STREET,EAST 144 STREET,SE,201,8,2004300,Mott Haven-Port Morris,2022710005,2090996,2018-02-24 19:00:00.000,2018-05-30 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.81216272, -73.91646687)"
2025-09-20 12:00:00.593,bx-01-138788,Live,Link 1.0,138788,426 WILLIS AVENUE,Bronx,NY,10454,Bronx,40.813367,-73.91962478,EAST 145 STREET,EAST 144 STREET,SE,201,8,2004300,Mott Haven-Port Morris,2022890003,2098220,2017-12-11 19:00:00.000,2018-04-12 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.813367, -73.91962478)"
2025-09-20 12:00:00.593,bx-01-138789,Live,Link 1.0,138789,312 WILLIS AVENUE,Bronx,NY,10454,Bronx,40.81089649,-73.92143417,EAST 141 STREET,EAST 140 STREET,SE,201,8,2003900,Mott Haven-Port Morris,2022850005,2000335,2018-01-13 19:00:00.000,2018-04-19 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.81089649, -73.92143417)"
2025-09-20 12:00:00.593,bx-01-142736,Live,Link 1.0,142736,613 WESTCHESTER AVENUE,Bronx,NY,10455,Bronx,40.81618821,-73.90991661,CAULDWELL AVENUE,EAGLE AVENUE,NW,201,17,2007500,Melrose South-Mott Haven North,2026240086,2115751,2018-05-16 20:00:00.000,2018-06-25 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.81618821, -73.90991661)"
2025-09-20 12:00:00.593,bx-01-144251,Live,Link 1.0,144251,3097 3 AVENUE,Bronx,NY,10451,Bronx,40.821437,-73.912327,EAST 158 STREET,EAST 157 STREET,SW,201,17,2006900,Melrose South-Mott Haven North,2023790051,2001451,2017-03-17 20:00:00.000,2017-05-21 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.821437, -73.912327)"
2025-09-20 12:00:00.593,bx-01-144892,Live,Link 1.0,144892,442 WILLIS AVENUE,Bronx,NY,10455,Bronx,40.81357503,-73.91949122,EAST 146 STREET,EAST 145 STREET,NE,201,8,2004300,Mott Haven-Port Morris,2022900001,2000498,2018-03-03 19:00:00.000,2018-04-19 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.81357503, -73.91949122)"
2025-09-20 12:00:00.593,bx-01-145688,Live,Link 1.0,145688,518 GERARD AVENUE,Bronx,NY,10451,Bronx,40.81888599,-73.92921294,EAST 149 STREET,EAST 148 STREET,SE,201,17,2006300,West Concourse,2023500039,2001091,2016-08-26 20:00:00.000,2016-11-07 19:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.81888599, -73.92921294)"
2025-09-20 12:00:00.593,bx-01-145819,Live,Link 1.0,145819,135 EAST 146 STREET,Bronx,NY,10451,Bronx,40.81751219,-73.92888643,GERARD AVENUE,WALTON AVENUE,NW,201,17,2006300,West Concourse,2023500024,2001088,2017-04-14 20:00:00.000,2017-06-27 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.81751219, -73.92888643)"
2025-09-20 12:00:00.593,bx-01-145820,Live,Link 1.0,145820,140 EAST 144 STREET,Bronx,NY,10451,Bronx,40.81675164,-73.92924285,GERARD AVENUE,WALTON AVENUE,SW,201,8,2006300,West Concourse,2023450026,2000000,2017-04-06 20:00:00.000,2017-07-19 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.81675164, -73.92924285)"
2025-09-20 12:00:00.593,bx-01-145821,Live,Link 1.0,145821,250 WALTON AVENUE,Bronx,NY,10451,Bronx,40.81359474,-73.93040028,EAST 138 STREET,EAST 140 STREET,NE,201,8,2006300,West Concourse,2023440001,2001020,2017-04-14 20:00:00.000,2017-05-15 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.81359474, -73.93040028)"
2025-09-20 12:00:00.593,bx-01-145841,Live,Link 1.0,145841,301 WALTON AVENUE,Bronx,NY,10451,Bronx,40.81503931,-73.92988537,EAST 138 STREET,EAST 140 STREET,MIDBLOCK,201,8,2006300,West Concourse,2023440075,2001025,2017-04-21 20:00:00.000,2017-06-27 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.81503931, -73.92988537)"
2025-09-20 12:00:00.593,bx-01-145842,Live,Link 1.0,145842,261 WALTON AVENUE,Bronx,NY,10451,Bronx,40.81431,-73.930217,EAST 140 STREET,EAST 138 STREET,MIDBLOCK,201,8,2006300,West Concourse,2023440060,2001024,2017-05-09 20:00:00.000,2017-06-27 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,down,2025-09-20 12:00:00.593,"(40.81431, -73.930217)"
2025-09-20 12:00:00.593,bx-01-145852,Live,Link 1.0,145852,141 LINCOLN AVENUE,Bronx,NY,10454,Bronx,40.80854426,-73.92907378,EAST 134 STREET,EAST 135 STREET,MIDBLOCK,201,8,2001900,Mott Haven-Port Morris,2023170043,2091107,2017-06-09 20:00:00.000,2017-10-25 20:00:00.000,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,up,2025-09-20 12:00:00.593,"(40.80854426, -73.92907378)"
