OID,Hotspot Dataset Object ID,Public Space (Open Space) Name,Public Space (Open Space) Proximity,Borough Name,Neighborhood Tabulation Area Code (NTA CODE),Neighborhood Tabulation Area Name (NTA NAME),Number of Access Points per Public Space (Open Space),Provider,SSID,Latitude,Longitude,Published Date
1,1400,Abe Stark Skating Rink,Inside,Brooklyn,BK21,Seagate-Coney Island,6,ALTICEUSA,GuestWiFi,40.57278,-73.98563,05/30/2019
2,1401,Abe Stark Skating Rink,Inside,Brooklyn,BK21,Seagate-Coney Island,6,ALTICEUSA,GuestWiFi,40.57267,-73.98562,05/30/2019
3,1402,Abe Stark Skating Rink,Inside,Brooklyn,BK21,Seagate-Coney Island,6,ALTICEUSA,GuestWiFi,40.57267,-73.98562,05/30/2019
4,1403,Abe Stark Skating Rink,Inside,Brooklyn,BK21,Seagate-Coney Island,6,ALTICEUSA,GuestWiFi,40.57267,-73.98575,05/30/2019
5,1404,Abe Stark Skating Rink,Inside,Brooklyn,BK21,Seagate-Coney Island,6,ALTICEUSA,GuestWiFi,40.57267,-73.98575,05/30/2019
6,1405,Abe Stark Skating Rink,Inside,Brooklyn,BK21,Seagate-Coney Island,6,ALTICEUSA,GuestWiFi,40.57266,-73.98604,05/30/2019
7,1750,Alfred E. Smith Playground,Inside,Manhattan,MN27,Chinatown,8,SPECTRUM,GuestWiFi,40.71025,-73.99798,05/30/2019
8,1751,Alfred E. Smith Playground,Inside,Manhattan,MN27,Chinatown,8,SPECTRUM,GuestWiFi,40.71025,-73.99798,05/30/2019
9,1752,Alfred E. Smith Playground,Inside,Manhattan,MN27,Chinatown,8,SPECTRUM,GuestWiFi,40.71025,-73.99798,05/30/2019
10,1753,Alfred E. Smith Playground,Inside,Manhattan,MN27,Chinatown,8,SPECTRUM,GuestWiFi,40.71025,-73.99798,05/30/2019
11,2103,Alfred E. Smith Playground,Inside,Manhattan,MN27,Chinatown,8,SPECTRUM,GuestWiFi,40.71025,-73.99798,05/30/2019
12,1345,Alfred E. Smith Playground,Inside,Manhattan,MN27,Chinatown,8,SPECTRUM,GuestWiFi,40.71025,-73.99798,05/30/2019
13,1346,Alfred E. Smith Playground,Inside,Manhattan,MN27,Chinatown,8,SPECTRUM,GuestWiFi,40.71025,-73.99798,05/30/2019
14,1747,Alfred E. Smith Playground,Inside,Manhattan,MN27,Chinatown,8,SPECTRUM,GuestWiFi,40.71025,-73.99798,05/30/2019
15,2119,Alley Athletic Playground,Inside,Queens,QN43,Bellerose,6,SPECTRUM,GuestWiFi,40.73915,-73.73772,05/30/2019
16,1754,Alley Athletic Playground,Inside,Queens,QN43,Bellerose,6,SPECTRUM,GuestWiFi,40.73935,-73.73682,05/30/2019
17,1755,Alley Athletic Playground,Inside,Queens,QN43,Bellerose,6,SPECTRUM,GuestWiFi,40.73955,-73.73592,05/30/2019
18,1756,Alley Athletic Playground,Inside,Queens,QN43,Bellerose,6,SPECTRUM,GuestWiFi,40.73974,-73.73504,05/30/2019
19,1757,Alley Athletic Playground,Inside,Queens,QN43,Bellerose,6,SPECTRUM,GuestWiFi,40.73991,-73.73458,05/30/2019
20,1760,Alley Athletic Playground,Inside,Queens,QN43,Bellerose,6,SPECTRUM,GuestWiFi,40.74021,-73.73431,05/30/2019
21,1386,Asser Levy Park,Inside,Brooklyn,BK21,Seagate-Coney Island,3,ALTICEUSA,GuestWiFi,40.57353,-73.97756,05/30/2019
22,1387,Asser Levy Park,Inside,Brooklyn,BK21,Seagate-Coney Island,3,ALTICEUSA,GuestWiFi,40.57355,-73.97737,05/30/2019
23,1388,Asser Levy Park,Inside,Brooklyn,BK21,Seagate-Coney Island,3,ALTICEUSA,GuestWiFi,40.57355,-73.97737,05/30/2019
24,135,Astoria Park,Inside,Queens,QN99,park-cemetery-etc-Queens,1,AT&T,attwifi,40.777,-73.9252,05/30/2019
25,976,Baisley Pond Park,Inside,Queens,QN76,Baisley Park,3,SPECTRUM,GuestWiFi,40.67934,-73.78444,05/30/2019
26,977,Baisley Pond Park,Inside,Queens,QN76,Baisley Park,3,SPECTRUM,GuestWiFi,40.68079,-73.78468,05/30/2019
27,969,Baisley Pond Park,Inside,Queens,QN76,Baisley Park,3,SPECTRUM,GuestWiFi,40.68301,-73.78482,05/30/2019
28,1758,Battery Park,Inside,Manhattan,MN99,park-cemetery-etc-Manhattan,2,AT&T,attwifi,40.7016,-74.0149,05/30/2019
29,1759,Battery Park,Inside,Manhattan,MN99,park-cemetery-etc-Manhattan,2,AT&T,attwifi,40.703,-74.0168,05/30/2019
30,1354,Bensonhurst Park,Inside,Brooklyn,BK27,Bath Beach,6,ALTICEUSA,GuestWiFi,40.5977,-74.00027,05/30/2019
31,1355,Bensonhurst Park,Inside,Brooklyn,BK27,Bath Beach,6,ALTICEUSA,GuestWiFi,40.59759,-74.00111,05/30/2019
32,1356,Bensonhurst Park,Inside,Brooklyn,BK27,Bath Beach,6,ALTICEUSA,GuestWiFi,40.59718,-74.00028,05/30/2019
33,1357,Bensonhurst Park,Inside,Brooklyn,BK27,Bath Beach,6,ALTICEUSA,GuestWiFi,40.59715,-73.99968,05/30/2019
34,1358,Bensonhurst Park,Inside,Brooklyn,BK27,Bath Beach,6,ALTICEUSA,GuestWiFi,40.59716,-74.00136,05/30/2019
35,1359,Bensonhurst Park,Inside,Brooklyn,BK27,Bath Beach,6,ALTICEUSA,GuestWiFi,40.59815,-74.00114,05/30/2019
36,825,Blood Root Valley,Inside,Staten Island,SI05,New Springville-Bloomfield-Travis,5,SPECTRUM,GuestWiFi,40.59205,-74.13909,05/30/2019
37,826,Blood Root Valley,Inside,Staten Island,SI05,New Springville-Bloomfield-Travis,5,SPECTRUM,GuestWiFi,40.5919,-74.13857,05/30/2019
38,827,Blood Root Valley,Inside,Staten Island,SI05,New Springville-Bloomfield-Travis,5,SPECTRUM,GuestWiFi,40.59202,-74.13806,05/30/2019
39,828,Blood Root Valley,Inside,Staten Island,SI05,New Springville-Bloomfield-Travis,5,SPECTRUM,GuestWiFi,40.59185,-74.13915,05/30/2019
40,829,Blood Root Valley,Inside,Staten Island,SI05,New Springville-Bloomfield-Travis,5,SPECTRUM,GuestWiFi,40.59203,-74.13812,05/30/2019
41,1361,Bronx Park,Inside,Bronx,BX99,park-cemetery-etc-Bronx,1,ALTICEUSA,GuestWiFi,40.85398,-73.87047,05/30/2019
42,1360,Bronx River Parkway,Inside,Bronx,BX99,park-cemetery-etc-Bronx,1,ALTICEUSA,GuestWiFi,40.87301,-73.87135,05/30/2019
43,1646,Brooklyn Bridge Park,Inside,Manhattan,MN99,park-cemetery-etc-Manhattan,1,AT&T,attwifi,40.693,-74.0019,05/30/2019
44,1767,Brooklyn Heights Promenade,Inside,Brooklyn,BK09,Brooklyn Heights-Cobble Hill,6,SPECTRUM,GuestWiFi,40.6981,-73.99694,05/30/2019
45,1763,Brooklyn Heights Promenade,Inside,Brooklyn,BK09,Brooklyn Heights-Cobble Hill,6,SPECTRUM,GuestWiFi,40.69667,-73.99766,05/30/2019
46,1764,Brooklyn Heights Promenade,Inside,Brooklyn,BK09,Brooklyn Heights-Cobble Hill,6,SPECTRUM,GuestWiFi,40.69699,-73.99749,05/30/2019
47,1765,Brooklyn Heights Promenade,Inside,Brooklyn,BK09,Brooklyn Heights-Cobble Hill,6,SPECTRUM,GuestWiFi,40.69734,-73.99733,05/30/2019
48,1766,Brooklyn Heights Promenade,Inside,Brooklyn,BK09,Brooklyn Heights-Cobble Hill,6,SPECTRUM,GuestWiFi,40.69767,-73.99718,05/30/2019
49,1634,Brooklyn Heights Promenade,Inside,Brooklyn,BK09,Brooklyn Heights-Cobble Hill,6,AT&T,attwifi,40.6943,-73.9988,05/30/2019
50,1364,Brownsville Playground,Inside,Brooklyn,BK81,Brownsville,5,ALTICEUSA,GuestWiFi,40.6567,-73.9028,05/30/2019
51,1365,Brownsville Playground,Inside,Brooklyn,BK81,Brownsville,5,ALTICEUSA,GuestWiFi,40.6564,-73.9027,05/30/2019
52,1366,Brownsville Playground,Inside,Brooklyn,BK81,Brownsville,5,ALTICEUSA,GuestWiFi,40.6561,-73.9025,05/30/2019
53,1367,Brownsville Playground,Inside,Brooklyn,BK81,Brownsville,5,ALTICEUSA,GuestWiFi,40.6562,-73.90257,05/30/2019
54,1368,Brownsville Playground,Inside,Brooklyn,BK81,Brownsville,5,ALTICEUSA,GuestWiFi,40.6561,-73.90276,05/30/2019
55,1638,Bryant Park,Inside,Manhattan,MN17,Midtown-Midtown South,2,SPECTRUM,GuestWiFi,40.75278,-73.98164,05/30/2019
56,1645,Bryant Park,Inside,Manhattan,MN17,Midtown-Midtown South,2,Partner,BryantPark.org,40.7538,-73.9833,05/30/2019
57,1768,Cadman Plaza Park,Inside,Brooklyn,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1,SPECTRUM,GuestWiFi,40.69673,-73.99035,05/30/2019
58,1739,Central Park,Inside,Manhattan,MN99,park-cemetery-etc-Manhattan,4,AT&T,attwifi,40.7721,-73.9771,05/30/2019
59,1740,Central Park,Inside,Manhattan,MN99,park-cemetery-etc-Manhattan,4,AT&T,attwifi,40.768,-73.9712,05/30/2019
60,943,Central Park,Inside,Manhattan,MN99,park-cemetery-etc-Manhattan,4,AT&T,attwifi,40.7729,-73.974,05/30/2019
61,944,Central Park,Inside,Manhattan,MN99,park-cemetery-etc-Manhattan,4,AT&T,attwifi,40.771,-73.9709,05/30/2019
62,1774,Chelsea Recreation Center,Inside,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,5,SPECTRUM,GuestWiFi,40.74827,-74.00207,05/30/2019
63,1775,Chelsea Recreation Center,Inside,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,5,SPECTRUM,GuestWiFi,40.74827,-74.00207,05/30/2019
64,1776,Chelsea Recreation Center,Inside,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,5,SPECTRUM,GuestWiFi,40.74827,-74.00207,05/30/2019
65,1777,Chelsea Recreation Center,Inside,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,5,SPECTRUM,GuestWiFi,40.74827,-74.00207,05/30/2019
66,1778,Chelsea Recreation Center,Inside,Manhattan,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,5,SPECTRUM,GuestWiFi,40.74827,-74.00207,05/30/2019
67,1779,City Hall Park,Inside,Manhattan,MN24,SoHo-TriBeCa-Civic Center-Little Italy,1,SPECTRUM,GuestWiFi,40.71231,-74.00696,05/30/2019
68,1377,Claremont Park,Inside,Bronx,BX99,park-cemetery-etc-Bronx,5,ALTICEUSA,GuestWiFi,40.83814,-73.90834,05/30/2019
69,1373,Claremont Park,Inside,Bronx,BX99,park-cemetery-etc-Bronx,5,ALTICEUSA,GuestWiFi,40.84112,-73.90548,05/30/2019
70,1374,Claremont Park,Inside,Bronx,BX99,park-cemetery-etc-Bronx,5,ALTICEUSA,GuestWiFi,40.8416,-73.9071,05/30/2019
71,1375,Claremont Park,Inside,Bronx,BX99,park-cemetery-etc-Bronx,5,ALTICEUSA,GuestWiFi,40.84122,-73.90678,05/30/2019
72,1376,Claremont Park,Inside,Bronx,BX99,park-cemetery-etc-Bronx,5,ALTICEUSA,GuestWiFi,40.8377,-73.90848,05/30/2019
73,137,Clove Lakes Park,Inside,Staten Island,SI07,Westerleigh,7,AT&T,attwifi,40.6173,-74.1063,05/30/2019
74,890,Clove Lakes Park,Inside,Staten Island,SI07,Westerleigh,7,SPECTRUM,GuestWiFi,40.61775,-74.10819,05/30/2019
75,891,Clove Lakes Park,Inside,Staten Island,SI07,Westerleigh,7,SPECTRUM,GuestWiFi,40.61775,-74.10819,05/30/2019
76,1781,Clove Lakes Park,Inside,Staten Island,SI07,Westerleigh,7,SPECTRUM,GuestWiFi,40.61806,-74.10819,05/30/2019
77,458,Clove Lakes Park,Inside,Staten Island,SI07,Westerleigh,7,SPECTRUM,GuestWiFi,40.61824,-74.10721,05/30/2019
78,459,Clove Lakes Park,Inside,Staten Island,SI07,Westerleigh,7,SPECTRUM,GuestWiFi,40.61824,-74.10721,05/30/2019
79,460,Clove Lakes Park,Inside,Staten Island,SI07,Westerleigh,7,SPECTRUM,GuestWiFi,40.61824,-74.10721,05/30/2019
80,805,Coffey Park,Inside,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,4,SPECTRUM,GuestWiFi,40.67719,-74.00872,05/30/2019
81,806,Coffey Park,Inside,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,4,SPECTRUM,GuestWiFi,40.67719,-74.00872,05/30/2019
82,807,Coffey Park,Inside,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,4,SPECTRUM,GuestWiFi,40.67719,-74.00872,05/30/2019
83,461,Coffey Park,Inside,Brooklyn,BK33,Carroll Gardens-Columbia Street-Red Hook,4,SPECTRUM,GuestWiFi,40.67719,-74.00872,05/30/2019
84,1591,Crotona Park,Inside,Bronx,BX99,park-cemetery-etc-Bronx,16,ALTICEUSA,GuestWiFi,40.84071,-73.89605,05/30/2019
85,1408,Crotona Park,Inside,Bronx,BX99,park-cemetery-etc-Bronx,16,ALTICEUSA,GuestWiFi,40.83569,-73.90009,05/30/2019
86,2106,Crotona Park,Inside,Bronx,BX99,park-cemetery-etc-Bronx,16,ALTICEUSA,GuestWiFi,40.83697,-73.89377,05/30/2019
87,1409,Crotona Park,Inside,Bronx,BX99,park-cemetery-etc-Bronx,16,ALTICEUSA,GuestWiFi,40.83666,-73.89498,05/30/2019
88,1410,Crotona Park,Inside,Bronx,BX99,park-cemetery-etc-Bronx,16,ALTICEUSA,GuestWiFi,40.83712,-73.89331,05/30/2019
89,1411,Crotona Park,Inside,Bronx,BX99,park-cemetery-etc-Bronx,16,ALTICEUSA,GuestWiFi,40.8375,-73.89489,05/30/2019
90,1412,Crotona Park,Inside,Bronx,BX99,park-cemetery-etc-Bronx,16,ALTICEUSA,GuestWiFi,40.83754,-73.89366,05/30/2019
91,2123,Crotona Park,Inside,Bronx,BX99,park-cemetery-etc-Bronx,16,ALTICEUSA,GuestWiFi,40.83718,-73.89039,05/30/2019
92,1413,Crotona Park,Inside,Bronx,BX99,park-cemetery-etc-Bronx,16,ALTICEUSA,GuestWiFi,40.8377,-73.89038,05/30/2019
93,1414,Crotona Park,Inside,Bronx,BX99,park-cemetery-etc-Bronx,16,ALTICEUSA,GuestWiFi,40.83806,-73.89348,05/30/2019
94,1415,Crotona Park,Inside,Bronx,BX99,park-cemetery-etc-Bronx,16,ALTICEUSA,GuestWiFi,40.83822,-73.89339,05/30/2019
95,1416,Crotona Park,Inside,Bronx,BX99,park-cemetery-etc-Bronx,16,ALTICEUSA,GuestWiFi,40.83899,-73.88871,05/30/2019
96,1417,Crotona Park,Inside,Bronx,BX99,park-cemetery-etc-Bronx,16,ALTICEUSA,GuestWiFi,40.83899,-73.88871,05/30/2019
97,1420,Crotona Park,Inside,Bronx,BX99,park-cemetery-etc-Bronx,16,ALTICEUSA,GuestWiFi,40.83989,-73.89537,05/30/2019
98,1421,Crotona Park,Inside,Bronx,BX99,park-cemetery-etc-Bronx,16,ALTICEUSA,GuestWiFi,40.84011,-73.89522,05/30/2019
99,1422,Crotona Park,Inside,Bronx,BX99,park-cemetery-etc-Bronx,16,ALTICEUSA,GuestWiFi,40.84053,-73.89517,05/30/2019
100,813,Cunningham Park,Inside,Queens,QN99,park-cemetery-etc-Queens,3,SPECTRUM,GuestWiFi,40.72987,-73.77384,05/30/2019
101,810,Cunningham Park,Inside,Queens,QN99,park-cemetery-etc-Queens,3,SPECTRUM,GuestWiFi,40.73012,-73.77386,05/30/2019
102,811,Cunningham Park,Inside,Queens,QN99,park-cemetery-etc-Queens,3,SPECTRUM,GuestWiFi,40.73012,-73.77386,05/30/2019
103,970,Devoe Park,Inside,Bronx,BX30,Kingsbridge Heights,1,AT&T,attwifi,40.8631,-73.9065,05/30/2019
104,815,Dyker Beach Park,Inside,Brooklyn,BK99,park-cemetery-etc-Brooklyn,1,SPECTRUM,GuestWiFi,40.61299,-74.01292,05/30/2019
105,21,East Parade Grounds,Inside,Brooklyn,BK99,park-cemetery-etc-Brooklyn,1,ALTICEUSA,GuestWiFi,40.6507,-73.96584,05/30/2019
106,1604,Ferry Point Park,Inside,Bronx,BX52,Schuylerville-Throgs Neck-Edgewater Park,2,ALTICEUSA,GuestWiFi,40.81535,-73.83767,05/30/2019
107,1605,Ferry Point Park,Inside,Bronx,BX52,Schuylerville-Throgs Neck-Edgewater Park,2,ALTICEUSA,GuestWiFi,40.81641,-73.834,05/30/2019
108,148,Flushing Meadows Corona Park,Inside,Queens,QN99,park-cemetery-etc-Queens,1,AT&T,attwifi,40.7432,-73.8443,05/30/2019
109,1192,Forest Park,Inside,Queens,QN60,Kew Gardens,3,SPECTRUM,GuestWiFi,40.71082,-73.83553,05/30/2019
110,1193,Forest Park,Inside,Queens,QN60,Kew Gardens,3,SPECTRUM,GuestWiFi,40.70977,-73.8356,05/30/2019
111,1194,Forest Park,Inside,Queens,QN60,Kew Gardens,3,SPECTRUM,GuestWiFi,40.71069,-73.83552,05/30/2019
112,930,Fort Greene Park,Inside,Brooklyn,BK68,Fort Greene,1,AT&T,attwifi,40.6915,-73.9755,05/30/2019
113,1190,Franklin D. Roosevelt Boardwalk and Beach,Inside,Staten Island,SI36,Old Town-Dongan Hills-South Beach,16,SPECTRUM,GuestWiFi,40.57958,-74.07636,05/30/2019
114,1191,Franklin D. Roosevelt Boardwalk and Beach,Inside,Staten Island,SI36,Old Town-Dongan Hills-South Beach,16,SPECTRUM,GuestWiFi,40.57999,-74.0759,05/30/2019
115,1183,Franklin D. Roosevelt Boardwalk and Beach,Inside,Staten Island,SI36,Old Town-Dongan Hills-South Beach,16,SPECTRUM,GuestWiFi,40.57508,-74.08168,05/30/2019
116,1184,Franklin D. Roosevelt Boardwalk and Beach,Inside,Staten Island,SI36,Old Town-Dongan Hills-South Beach,16,SPECTRUM,GuestWiFi,40.57575,-74.08068,05/30/2019
117,1185,Franklin D. Roosevelt Boardwalk and Beach,Inside,Staten Island,SI36,Old Town-Dongan Hills-South Beach,16,SPECTRUM,GuestWiFi,40.57624,-74.07999,05/30/2019
118,145,Franklin D. Roosevelt Boardwalk and Beach,Inside,Staten Island,SI36,Old Town-Dongan Hills-South Beach,16,AT&T,attwifi,40.589,-74.0667,05/30/2019
119,1186,Franklin D. Roosevelt Boardwalk and Beach,Inside,Staten Island,SI36,Old Town-Dongan Hills-South Beach,16,SPECTRUM,GuestWiFi,40.57648,-74.07962,05/30/2019
120,1187,Franklin D. Roosevelt Boardwalk and Beach,Inside,Staten Island,SI36,Old Town-Dongan Hills-South Beach,16,SPECTRUM,GuestWiFi,40.57722,-74.07858,05/30/2019
121,908,Franklin D. Roosevelt Boardwalk and Beach,Inside,Staten Island,SI36,Old Town-Dongan Hills-South Beach,16,SPECTRUM,GuestWiFi,40.57231,-74.08601,05/30/2019
122,1188,Franklin D. Roosevelt Boardwalk and Beach,Inside,Staten Island,SI36,Old Town-Dongan Hills-South Beach,16,SPECTRUM,GuestWiFi,40.57777,-74.07799,05/30/2019
123,909,Franklin D. Roosevelt Boardwalk and Beach,Inside,Staten Island,SI36,Old Town-Dongan Hills-South Beach,16,SPECTRUM,GuestWiFi,40.57334,-74.08441,05/30/2019
124,1189,Franklin D. Roosevelt Boardwalk and Beach,Inside,Staten Island,SI36,Old Town-Dongan Hills-South Beach,16,SPECTRUM,GuestWiFi,40.57863,-74.0768,05/30/2019
125,904,Franklin D. Roosevelt Boardwalk and Beach,Inside,Staten Island,SI45,New Dorp-Midland Beach,16,SPECTRUM,GuestWiFi,40.56837,-74.09064,05/30/2019
126,905,Franklin D. Roosevelt Boardwalk and Beach,Inside,Staten Island,SI45,New Dorp-Midland Beach,16,SPECTRUM,GuestWiFi,40.56936,-74.08949,05/30/2019
127,906,Franklin D. Roosevelt Boardwalk and Beach,Inside,Staten Island,SI45,New Dorp-Midland Beach,16,SPECTRUM,GuestWiFi,40.57019,-74.08855,05/30/2019
128,907,Franklin D. Roosevelt Boardwalk and Beach,Inside,Staten Island,SI45,New Dorp-Midland Beach,16,SPECTRUM,GuestWiFi,40.57127,-74.08729,05/30/2019
129,1609,Gravesend Park,Inside,Brooklyn,BK88,Borough Park,3,ALTICEUSA,GuestWiFi,40.62331,-73.98526,05/30/2019
130,1610,Gravesend Park,Inside,Brooklyn,BK88,Borough Park,3,ALTICEUSA,GuestWiFi,40.62383,-73.98359,05/30/2019
131,1612,Gravesend Park,Inside,Brooklyn,BK88,Borough Park,3,ALTICEUSA,GuestWiFi,40.62346,-73.98288,05/30/2019
132,1613,Gun Hill Playground,Inside,Bronx,BX44,Williamsbridge-Olinville,1,ALTICEUSA,GuestWiFi,40.87455,-73.86554,05/30/2019
133,830,Hamilton Fish Park,Inside,Manhattan,MN28,Lower East Side,4,SPECTRUM,GuestWiFi,40.71996,-73.98148,05/30/2019
134,54,Hamilton Fish Park,Inside,Manhattan,MN28,Lower East Side,4,SPECTRUM,GuestWiFi,40.72001,-73.98144,05/30/2019
135,831,Hamilton Fish Park,Inside,Manhattan,MN28,Lower East Side,4,SPECTRUM,GuestWiFi,40.7201,-73.9813,05/30/2019
136,53,Hamilton Fish Park,Inside,Manhattan,MN28,Lower East Side,4,SPECTRUM,GuestWiFi,40.71979,-73.98147,05/30/2019
137,1619,Heckscher Playground,Inside,Brooklyn,BK78,Bushwick South,2,ALTICEUSA,GuestWiFi,40.69484,-73.91863,05/30/2019
138,1620,Heckscher Playground,Inside,Brooklyn,BK78,Bushwick South,2,ALTICEUSA,GuestWiFi,40.69477,-73.91851,05/30/2019
139,931,Herbert Von King Park,Inside,Brooklyn,BK75,Bedford,2,AT&T,attwifi,40.6898,-73.9462,05/30/2019
140,1621,Herbert Von King Park,Inside,Brooklyn,BK75,Bedford,2,ALTICEUSA,GuestWiFi,40.68992,-73.94647,05/30/2019
141,982,Hillside Park,Inside,Brooklyn,BK09,Brooklyn Heights-Cobble Hill,1,AT&T,attwifi,40.7015,-73.9943,05/30/2019
142,1748,Holcombe Rucker Park,Inside,Manhattan,MN03,Central Harlem North-Polo Grounds,1,AT&T,attwifi,40.8292,-73.9361,05/30/2019
143,963,Hunts Point Riverside Park,Inside,Bronx,BX27,Hunts Point,1,AT&T,attwifi,40.8177,-73.8811,05/30/2019
144,138,J. Hood Wright Park,Inside,Manhattan,MN36,Washington Heights South,6,SPECTRUM,GuestWiFi,40.84656,-73.94086,05/30/2019
145,139,J. Hood Wright Park,Inside,Manhattan,MN36,Washington Heights South,6,SPECTRUM,GuestWiFi,40.84638,-73.94071,05/30/2019
146,129,J. Hood Wright Park,Inside,Manhattan,MN36,Washington Heights South,6,SPECTRUM,GuestWiFi,40.84689,-73.94133,05/30/2019
147,130,J. Hood Wright Park,Inside,Manhattan,MN36,Washington Heights South,6,SPECTRUM,GuestWiFi,40.84647,-73.94172,05/30/2019
148,131,J. Hood Wright Park,Inside,Manhattan,MN36,Washington Heights South,6,SPECTRUM,GuestWiFi,40.8462,-73.94135,05/30/2019
149,133,J. Hood Wright Park,Inside,Manhattan,MN36,Washington Heights South,6,SPECTRUM,GuestWiFi,40.84669,-73.94088,05/30/2019
150,140,Jackie Robinson Park,Inside,Manhattan,MN04,Hamilton Heights,7,SPECTRUM,GuestWiFi,40.82478,-73.94218,05/30/2019
151,141,Jackie Robinson Park,Inside,Manhattan,MN04,Hamilton Heights,7,SPECTRUM,GuestWiFi,40.82413,-73.94246,05/30/2019
152,142,Jackie Robinson Park,Inside,Manhattan,MN04,Hamilton Heights,7,SPECTRUM,GuestWiFi,40.82413,-73.94246,05/30/2019
153,174,Jackie Robinson Park,Inside,Manhattan,MN04,Hamilton Heights,7,SPECTRUM,GuestWiFi,40.82413,-73.94246,05/30/2019
154,143,Jackie Robinson Park,Inside,Manhattan,MN04,Hamilton Heights,7,SPECTRUM,GuestWiFi,40.82413,-73.94246,05/30/2019
155,144,Jackie Robinson Park,Inside,Manhattan,MN04,Hamilton Heights,7,SPECTRUM,GuestWiFi,40.82413,-73.94246,05/30/2019
156,175,Jackie Robinson Park,Inside,Manhattan,MN04,Hamilton Heights,7,SPECTRUM,GuestWiFi,40.82413,-73.94246,05/30/2019
157,1625,Joyce Kilmer Park,Inside,Bronx,BX63,West Concourse,6,ALTICEUSA,GuestWiFi,40.82783,-73.92268,05/30/2019
158,1626,Joyce Kilmer Park,Inside,Bronx,BX63,West Concourse,6,ALTICEUSA,GuestWiFi,40.82744,-73.92301,05/30/2019
159,1627,Joyce Kilmer Park,Inside,Bronx,BX63,West Concourse,6,ALTICEUSA,GuestWiFi,40.82756,-73.92363,05/30/2019
160,971,Joyce Kilmer Park,Inside,Bronx,BX63,West Concourse,6,AT&T,attwifi,40.8285,-73.9227,05/30/2019
161,1623,Joyce Kilmer Park,Inside,Bronx,BX63,West Concourse,6,ALTICEUSA,GuestWiFi,40.82847,-73.9227,05/30/2019
162,1624,Joyce Kilmer Park,Inside,Bronx,BX63,West Concourse,6,ALTICEUSA,GuestWiFi,40.82806,-73.92307,05/30/2019
163,177,Juniper Valley Park,Inside,Queens,QN21,Middle Village,3,SPECTRUM,GuestWiFi,40.72023,-73.87781,05/30/2019
164,178,Juniper Valley Park,Inside,Queens,QN21,Middle Village,3,SPECTRUM,GuestWiFi,40.7206,-73.87734,05/30/2019
165,179,Juniper Valley Park,Inside,Queens,QN21,Middle Village,3,SPECTRUM,GuestWiFi,40.72103,-73.87793,05/30/2019
166,897,Kathy Reilly Triangle,Inside,Brooklyn,BK30,Dyker Heights,1,SPECTRUM,GuestWiFi,40.625,-74.01788,05/30/2019
167,1649,Kissena Corridor Park,Inside,Queens,QN62,Queensboro Hill,3,SPECTRUM,GuestWiFi,40.74849,-73.82121,05/30/2019
168,1641,Kissena Corridor Park,Inside,Queens,QN62,Queensboro Hill,3,SPECTRUM,GuestWiFi,40.75141,-73.82472,05/30/2019
169,1642,Kissena Corridor Park,Inside,Queens,QN62,Queensboro Hill,3,SPECTRUM,GuestWiFi,40.75014,-73.82284,05/30/2019
170,1329,Lawrence Virgilio Playground,Inside,Queens,QN63,Woodside,2,SPECTRUM,GuestWiFi,40.74745,-73.91059,05/30/2019
171,1330,Lawrence Virgilio Playground,Inside,Queens,QN63,Woodside,2,SPECTRUM,GuestWiFi,40.74752,-73.91058,05/30/2019
172,1199,Linden Park,Inside,Brooklyn,BK82,East New York,3,ALTICEUSA,GuestWiFi,40.65815,-73.88744,05/30/2019
173,721,Linden Park,Inside,Brooklyn,BK82,East New York,3,ALTICEUSA,GuestWiFi,40.65839,-73.88758,05/30/2019
174,1198,Linden Park,Inside,Brooklyn,BK82,East New York,3,ALTICEUSA,GuestWiFi,40.65866,-73.88777,05/30/2019
175,1229,Lost Battalion Hall Recreation Center,Inside,Queens,QN18,Rego Park,3,SPECTRUM,GuestWiFi,40.73168,-73.86561,05/30/2019
176,1232,Lost Battalion Hall Recreation Center,Inside,Queens,QN18,Rego Park,3,SPECTRUM,GuestWiFi,40.73168,-73.86561,05/30/2019
177,1233,Lost Battalion Hall Recreation Center,Inside,Queens,QN18,Rego Park,3,SPECTRUM,GuestWiFi,40.73168,-73.86561,05/30/2019
178,136,MacDonald Park,Inside,Queens,QN17,Forest Hills,1,AT&T,attwifi,40.7221,-73.8466,05/30/2019
179,2109,Macombs Dam Park,Inside,Bronx,BX63,West Concourse,6,ALTICEUSA,GuestWiFi,40.82755,-73.92916,05/30/2019
180,727,Macombs Dam Park,Inside,Bronx,BX63,West Concourse,6,ALTICEUSA,GuestWiFi,40.82657,-73.92676,05/30/2019
